event_id,event_time,sku_id,warehouse_id,movement_type,quantity,source_system
EVT107054,2026/03/13 13:07,SKU-1821,WH-04,OUT,79,WMS
EVT107055,2026-01-24 16:44:00,SKU-1338,WH-03,OUT,26,ERP
EVT107056,22/04/2026,SKU-1580,WH-03,OUT,39,ERP
EVT107057,,SKU-1766,WH-03,OUT,84,ERP
EVT107058,10/03/2026,SKU-1087,WH-02,OUT,19,ERP
EVT107059,2026/02/07 04:47,SKU-1195,WH-03,IN,-5,WMS
EVT107060,2026/02/21 07:28,SKU-1112,WH-01,OUT,27,POS
EVT107061,09/01/2026,SKU-1511,WH-04,IN,61,WMS
EVT107062,,SKU-1457,WH-03,IN,9,WMS
EVT107063,2026-01-15 14:14:00,SKU-1079,WH-04,INVALID,34,POS
EVT107064,2026-01-22 05:54:00,SKU-1559,WH-04,IN,97,POS
EVT107065,,SKU-1870,WH-02,OUT,25,WMS
EVT107066,,SKU-1675,WH-01,OUT,10,ERP
EVT107067,09/03/2026,SKU-1867,WH-01,IN,86,POS
EVT107068,26/02/2026,SKU-1553,WH-05,IN,15,WMS
EVT107069,2026/04/19 23:45,SKU-1696,WH-04,IN,-5,ERP
EVT107070,2026-01-30 01:56:00,SKU-1939,WH-01,OUT,90,POS
EVT107071,,SKU-1123,WH-01,OUT,49,ERP
EVT107072,2026/04/06 15:55,SKU-1318,WH-01,IN,92,ERP
EVT107073,2026-02-07 16:11:00,SKU-1698,WH-01,OUT,70,POS
EVT107074,2026-04-02 15:25:00,SKU-1793,WH-02,OUT,69,POS
EVT107075,23/03/2026,SKU-1939,WH-03,IN,28,ERP
EVT107076,2026/03/27 18:15,SKU-1070,WH-01,IN,69,ERP
EVT107077,2026-03-12 06:13:00,SKU-1183,WH-04,IN,29,WMS
EVT107078,05/01/2026,SKU-1858,WH-02,IN,13,ERP
EVT107079,21/02/2026,SKU-1420,WH-01,IN,70,ERP
EVT107080,17/02/2026,SKU-1493,WH-01,OUT,15,ERP
EVT107081,2026-01-31 06:13:00,SKU-1442,WH-01,OUT,94,POS
EVT107082,2026/03/26 10:41,SKU-1437,WH-01,IN,18,ERP
EVT107083,2026-03-02 11:25:00,SKU-1013,WH-04,IN,36,POS
EVT107084,17/04/2026,SKU-1397,WH-04,IN,101,POS
EVT107085,2026-01-11 15:20:00,SKU-1353,WH-05,IN,17,POS
EVT107086,,SKU-1902,WH-01,OUT,35,ERP
EVT107087,04/01/2026,SKU-1954,WH-04,OUT,68,POS
EVT107088,2026/02/06 17:15,SKU-1777,WH-02,IN,32,POS
EVT107089,2026/03/06 21:48,SKU-1864,WH-03,IN,103,POS
EVT107090,2026/04/06 07:50,SKU-1283,WH-02,OUT,22,WMS
EVT107091,,SKU-1731,WH-03,IN,-5,WMS
EVT107092,2026-02-25 10:09:00,SKU-1747,WH-04,IN,20,POS
EVT107093,23/03/2026,SKU-1796,WH-05,IN,26,WMS
EVT107094,01/05/2026,SKU-1184,WH-01,IN,12,POS
EVT107095,,SKU-1470,WH-04,IN,45,WMS
EVT107096,2026/01/29 06:29,SKU-1161,WH-01,IN,68,ERP
EVT107097,2026/02/12 06:42,SKU-1362,WH-04,OUT,35,ERP
EVT107098,2026-01-03 03:25:00,SKU-1925,WH-02,OUT,19,WMS
EVT107099,2026-04-16 19:57:00,,WH-02,OUT,101,ERP
EVT107100,,SKU-1915,WH-03,IN,54,POS
EVT107101,2026/01/29 23:12,SKU-1359,WH-01,IN,47,ERP
EVT107102,08/01/2026,SKU-1507,WH-02,IN,74,WMS
EVT107103,,SKU-1724,WH-02,IN,29,ERP
EVT107104,,SKU-1121,WH-01,IN,70,POS
EVT107105,,SKU-1707,WH-04,OUT,7,ERP
EVT107106,,SKU-1978,WH-03,IN,16,POS
EVT107107,2026-04-06 11:35:00,SKU-1599,WH-01,INVALID,45,ERP
EVT107108,2026/04/25 06:17,SKU-1313,WH-02,IN,49,ERP
EVT107109,,SKU-1496,WH-05,INVALID,111,WMS
EVT107110,2026/01/09 18:12,,WH-01,OUT,119,WMS
EVT107111,2026-03-04 19:16:00,SKU-1367,WH-02,OUT,48,POS
EVT107112,,SKU-1813,WH-02,OUT,6,WMS
EVT107113,,SKU-1109,WH-01,IN,58,ERP
EVT107114,01/02/2026,SKU-1585,WH-01,OUT,86,ERP
EVT107115,2026/02/08 14:55,SKU-1835,WH-03,OUT,100,WMS
EVT107116,2026/01/18 00:25,SKU-1461,WH-01,IN,66,POS
EVT107117,2026-03-17 09:01:00,SKU-1612,WH-01,OUT,33,WMS
EVT107118,2026/04/07 07:56,SKU-1076,WH-03,OUT,16,POS
EVT107119,2026-01-18 19:09:00,SKU-1127,WH-02,IN,99,POS
EVT107120,2026-02-13 13:40:00,SKU-1910,WH-01,IN,10,WMS
EVT107121,18/04/2026,SKU-1565,WH-04,OUT,15,ERP
EVT107122,2026-04-04 12:48:00,SKU-1524,WH-01,OUT,53,POS
EVT107123,,SKU-1433,WH-03,IN,29,ERP
EVT107124,2026/03/18 11:16,,WH-03,IN,-5,WMS
EVT107125,2026/02/26 20:20,SKU-1542,WH-01,IN,17,ERP
EVT107126,2026/04/13 01:25,SKU-1622,WH-01,IN,13,WMS
EVT107127,,SKU-1497,WH-03,INVALID,16,WMS
EVT107128,,SKU-1547,WH-05,OUT,41,ERP
EVT107129,2026/04/11 16:48,SKU-1904,WH-02,OUT,104,ERP
EVT107130,2026-03-19 04:06:00,SKU-1187,WH-01,OUT,29,POS
EVT107131,2026/02/04 06:01,SKU-1524,WH-02,IN,107,POS
EVT107132,2026/01/28 08:32,SKU-1022,WH-01,OUT,95,POS
EVT107133,20/02/2026,SKU-1617,WH-03,OUT,-5,ERP
EVT107134,29/04/2026,SKU-1647,WH-02,IN,32,ERP
EVT107135,,SKU-1171,WH-04,OUT,-5,ERP
EVT107136,17/04/2026,SKU-1017,WH-02,OUT,36,ERP
EVT107137,2026-01-06 22:40:00,SKU-1048,WH-01,IN,27,WMS
EVT107138,05/03/2026,SKU-1678,WH-05,IN,84,POS
EVT107139,,SKU-1051,WH-01,IN,58,ERP
EVT107140,2026-01-31 09:48:00,SKU-1575,WH-03,IN,25,WMS
EVT107141,2026-04-09 02:27:00,SKU-1582,WH-01,IN,47,POS
EVT107142,,SKU-1136,WH-04,OUT,8,POS
EVT107143,2026-03-25 21:51:00,SKU-1979,WH-01,OUT,32,POS
EVT107144,17/04/2026,SKU-1789,WH-01,IN,-5,POS
EVT107145,2026-01-02 13:54:00,SKU-1091,WH-02,INVALID,84,ERP
EVT107146,11/04/2026,SKU-1945,WH-04,IN,22,ERP
EVT107147,2026/02/07 23:42,SKU-1844,WH-05,IN,15,WMS
EVT107148,02/03/2026,SKU-1287,WH-04,IN,25,POS
EVT107149,2026/01/27 09:24,SKU-1179,WH-01,IN,55,WMS
EVT107150,2026-03-25 03:50:00,,WH-01,IN,108,POS
EVT107151,,SKU-1991,WH-02,IN,20,POS
EVT107152,19/01/2026,SKU-1269,WH-01,IN,47,POS
EVT107153,,SKU-1435,WH-01,IN,63,WMS
EVT107154,26/02/2026,SKU-1054,WH-02,OUT,32,POS
EVT107155,,SKU-1184,WH-04,IN,30,WMS
EVT107156,2026-02-23 08:49:00,SKU-1679,WH-03,OUT,45,POS
EVT107157,27/03/2026,SKU-1996,WH-01,IN,48,WMS
EVT107158,2026/02/09 23:50,SKU-1852,WH-03,OUT,99,WMS
EVT107159,2026/01/05 14:16,SKU-1561,WH-03,IN,50,WMS
EVT107160,15/01/2026,SKU-1798,WH-02,OUT,92,ERP
EVT107161,2026-02-12 18:38:00,SKU-1368,WH-01,IN,85,WMS
EVT107162,,SKU-1145,WH-01,OUT,52,WMS
EVT107163,,SKU-1193,WH-02,IN,5,WMS
EVT107164,2026/03/14 00:40,SKU-1487,WH-02,OUT,-5,ERP
EVT107165,,SKU-1857,WH-03,OUT,92,POS
EVT107166,2026-04-01 08:57:00,SKU-1464,WH-01,OUT,44,ERP
EVT107167,2026/03/09 22:48,SKU-1330,WH-04,OUT,51,WMS
EVT107168,2026/04/25 14:18,SKU-1397,WH-02,IN,45,ERP
EVT107169,2026-03-21 07:47:00,SKU-1753,WH-01,OUT,33,ERP
EVT107170,,,WH-04,IN,46,POS
EVT107171,06/01/2026,SKU-1078,WH-03,INVALID,107,ERP
EVT107172,2026-04-16 06:37:00,SKU-1083,WH-03,OUT,14,WMS
EVT107173,2026/01/09 11:41,SKU-1610,WH-03,OUT,39,POS
EVT107174,06/01/2026,SKU-1914,WH-05,IN,112,ERP
EVT107175,,SKU-1247,WH-01,OUT,50,ERP
EVT107176,,,WH-04,IN,18,POS
EVT107177,,SKU-1103,WH-03,OUT,24,WMS
EVT107178,,SKU-1072,WH-01,OUT,25,WMS
EVT107179,12/02/2026,SKU-1365,WH-04,IN,41,WMS
EVT107180,2026-02-27 05:35:00,SKU-1178,WH-01,OUT,11,WMS
EVT107181,,SKU-1421,WH-05,IN,75,ERP
EVT107182,2026/04/08 16:41,SKU-1301,WH-04,IN,5,WMS
EVT107183,,SKU-1985,WH-03,OUT,86,POS
EVT107184,,SKU-1623,WH-01,OUT,22,WMS
EVT107185,11/02/2026,SKU-1452,,OUT,95,POS
EVT107186,2026-02-05 00:10:00,SKU-1140,WH-04,IN,47,WMS
EVT107187,2026/01/18 07:08,SKU-1936,WH-01,IN,60,WMS
EVT107188,26/04/2026,SKU-1223,WH-02,OUT,10,ERP
EVT107189,2026-02-14 05:45:00,SKU-1160,WH-01,OUT,42,ERP
EVT107190,10/04/2026,SKU-1522,,OUT,76,POS
EVT107191,2026/03/01 12:49,SKU-1351,WH-01,OUT,90,WMS
EVT107192,2026/03/31 10:53,SKU-1813,WH-01,IN,73,ERP
EVT107193,,SKU-1944,WH-01,IN,38,WMS
EVT107194,2026/01/20 17:57,SKU-1042,,OUT,13,WMS
EVT107195,2026/01/25 18:04,SKU-1112,WH-01,OUT,59,ERP
EVT107196,2026/03/04 04:04,SKU-1137,WH-05,IN,102,POS
EVT107197,,SKU-1585,WH-05,OUT,46,POS
EVT107198,,SKU-1166,WH-02,OUT,97,ERP
EVT107199,,SKU-1601,WH-01,IN,20,WMS
EVT107200,10/02/2026,SKU-1842,WH-05,IN,83,ERP
EVT107201,,SKU-1650,WH-01,IN,-5,WMS
EVT107202,2026-01-29 09:27:00,SKU-1014,WH-03,IN,79,POS
EVT107203,,SKU-1213,WH-04,OUT,43,WMS
EVT107204,2026-02-03 03:56:00,SKU-1323,WH-04,OUT,118,POS
EVT107205,2026-03-28 07:03:00,SKU-1049,WH-02,OUT,51,POS
EVT107206,2026/04/02 14:08,SKU-1081,WH-01,OUT,4,ERP
EVT107207,,SKU-1010,WH-03,INVALID,39,WMS
EVT107208,,SKU-1061,WH-05,IN,41,ERP
EVT107209,,SKU-1319,WH-01,OUT,32,ERP
EVT107210,,SKU-1413,WH-04,IN,20,POS
EVT107211,23/02/2026,SKU-1701,WH-01,OUT,33,ERP
EVT107212,2026-04-17 10:47:00,SKU-1004,WH-01,OUT,-5,POS
EVT107213,2026-01-27 22:48:00,SKU-1622,WH-01,OUT,45,POS
EVT107214,2026-01-09 08:11:00,SKU-1849,WH-03,IN,36,POS
EVT107215,2026/03/22 10:31,SKU-1424,WH-03,OUT,98,ERP
EVT107216,,SKU-1673,WH-03,OUT,79,WMS
EVT107217,,SKU-1811,WH-01,IN,15,WMS
EVT107218,2026/01/17 09:52,SKU-1697,WH-02,OUT,107,POS
EVT107219,14/01/2026,SKU-1461,WH-04,OUT,43,WMS
EVT107220,,SKU-1767,WH-03,OUT,21,WMS
EVT107221,2026-04-08 00:38:00,SKU-1040,WH-02,IN,114,ERP
EVT107222,2026/02/05 09:33,SKU-1087,WH-04,IN,12,WMS
EVT107223,02/02/2026,SKU-1932,WH-05,OUT,104,WMS
EVT107224,2026/03/14 08:12,SKU-1146,WH-02,OUT,12,WMS
EVT107225,,SKU-1362,WH-01,OUT,111,ERP
EVT107226,,SKU-1177,WH-02,IN,13,POS
EVT107227,,SKU-1979,WH-03,IN,26,WMS
EVT107228,2026-02-22 20:23:00,SKU-1293,WH-01,OUT,26,ERP
EVT107229,,SKU-1084,WH-02,IN,48,ERP
EVT107230,2026-03-26 09:10:00,SKU-1622,WH-02,IN,31,ERP
EVT107231,2026-02-25 11:37:00,SKU-1130,WH-03,OUT,8,POS
EVT107232,2026/02/19 10:44,SKU-1906,,OUT,64,POS
EVT107233,,SKU-1759,WH-02,OUT,12,WMS
EVT107234,,SKU-1665,WH-01,IN,-5,POS
EVT107235,2026-04-13 00:35:00,SKU-1586,WH-03,IN,31,POS
EVT107236,,SKU-1257,WH-03,IN,29,POS
EVT107237,2026/02/04 07:37,SKU-1009,WH-01,IN,28,ERP
EVT107238,,SKU-1341,WH-03,OUT,57,ERP
EVT107239,2026-02-01 18:01:00,SKU-1574,WH-04,IN,49,ERP
EVT107240,16/04/2026,SKU-1477,WH-02,IN,64,POS
EVT107241,2026-01-23 05:00:00,SKU-1422,WH-02,IN,33,POS
EVT107242,08/01/2026,SKU-1724,WH-01,IN,9,ERP
EVT107243,25/03/2026,SKU-1253,WH-04,IN,101,ERP
EVT107244,,,WH-05,OUT,98,ERP
EVT107245,2026/03/25 20:41,SKU-1977,WH-03,IN,49,ERP
EVT107246,2026/03/14 08:57,SKU-1642,WH-01,IN,56,POS
EVT107247,,SKU-1742,WH-03,IN,95,WMS
EVT107248,2026-03-31 16:58:00,SKU-1106,WH-04,OUT,47,ERP
EVT107249,2026/01/11 19:10,SKU-1597,WH-02,IN,51,WMS
EVT107250,,SKU-1025,WH-01,IN,103,WMS
EVT107251,2026/03/13 13:58,SKU-1688,WH-03,IN,26,WMS
EVT107252,2026-03-16 08:56:00,SKU-1108,WH-03,IN,32,POS
EVT107253,,SKU-1821,WH-02,IN,68,WMS
EVT107254,2026/01/20 21:41,SKU-1212,WH-01,IN,79,POS
EVT107255,,SKU-1104,WH-01,IN,22,ERP
EVT107256,2026-02-02 02:38:00,SKU-1391,WH-03,IN,19,WMS
EVT107257,2026-03-06 23:41:00,SKU-1131,WH-03,OUT,81,POS
EVT107258,16/04/2026,SKU-1122,WH-04,OUT,25,POS
EVT107259,,SKU-1438,WH-02,OUT,31,POS
EVT107260,2026-01-05 02:11:00,SKU-1851,WH-04,IN,25,POS
EVT107261,2026/04/05 17:33,SKU-1165,WH-01,OUT,33,WMS
EVT107262,,SKU-1630,WH-01,IN,32,ERP
EVT107263,2026-03-15 20:40:00,SKU-1885,WH-05,IN,40,WMS
EVT107264,2026/01/29 10:21,SKU-1590,WH-01,OUT,97,ERP
EVT107265,,SKU-1987,WH-02,OUT,21,ERP
EVT107266,2026-03-02 04:32:00,SKU-1018,WH-03,IN,32,WMS
EVT107267,,SKU-1724,WH-03,IN,52,WMS
EVT107268,2026/03/29 17:11,SKU-1235,WH-01,IN,-5,WMS
EVT107269,2026/04/30 01:59,SKU-1045,WH-02,IN,30,ERP
EVT107270,20/04/2026,SKU-1925,WH-03,IN,38,ERP
EVT107271,2026/04/13 02:47,SKU-1453,WH-04,IN,50,POS
EVT107272,2026-03-04 08:20:00,SKU-1440,WH-02,IN,63,WMS
EVT107273,,SKU-1275,WH-02,OUT,110,POS
EVT107274,,SKU-1007,WH-03,IN,102,ERP
EVT107275,2026/04/26 06:27,SKU-1914,WH-02,IN,70,POS
EVT107276,,SKU-1702,WH-01,OUT,13,POS
EVT107277,2026-02-10 21:10:00,SKU-1636,WH-01,IN,-5,ERP
EVT107278,,SKU-1449,WH-02,IN,111,ERP
EVT107279,04/01/2026,SKU-1396,WH-03,IN,112,POS
EVT107280,2026/01/16 00:32,SKU-1955,WH-02,OUT,99,WMS
EVT107281,,SKU-1624,WH-01,OUT,101,WMS
EVT107282,20/03/2026,SKU-1271,WH-02,OUT,97,WMS
EVT107283,2026-02-25 20:43:00,SKU-1449,WH-03,OUT,-5,POS
EVT107284,,SKU-1450,WH-01,OUT,34,WMS
EVT107285,,SKU-1796,WH-04,IN,93,ERP
EVT107286,2026/01/28 04:44,SKU-1719,WH-01,OUT,-5,POS
EVT107287,2026-03-19 21:16:00,SKU-1648,WH-01,OUT,-5,POS
EVT107288,13/02/2026,SKU-1484,WH-04,IN,10,POS
EVT107289,2026-04-17 09:44:00,SKU-1584,WH-02,IN,23,POS
EVT107290,05/02/2026,SKU-1602,WH-03,INVALID,23,ERP
EVT107291,,SKU-1033,WH-04,IN,13,POS
EVT107292,2026/04/18 05:54,SKU-1150,WH-03,OUT,55,POS
EVT107293,2026-04-09 00:16:00,SKU-1294,WH-02,IN,61,ERP
EVT107294,2026/02/04 18:05,SKU-1847,WH-01,IN,16,ERP
EVT107295,2026-01-02 17:57:00,SKU-1346,WH-02,OUT,6,ERP
EVT107296,2026/03/21 08:16,SKU-1276,WH-02,OUT,120,WMS
EVT107297,2026-03-09 05:17:00,SKU-1331,WH-01,IN,29,ERP
EVT107298,2026-04-30 00:12:00,SKU-1705,WH-04,IN,34,ERP
EVT107299,2026/04/21 17:47,SKU-1057,WH-05,OUT,38,WMS
EVT107300,18/01/2026,SKU-1710,WH-03,IN,37,POS
EVT107301,2026/01/28 10:04,SKU-1528,,OUT,43,ERP
EVT107302,18/04/2026,SKU-1566,WH-01,IN,32,POS
EVT107303,2026/04/09 18:10,SKU-1364,WH-01,INVALID,29,ERP
EVT107304,2026/04/14 08:26,SKU-1789,WH-01,IN,96,POS
EVT107305,2026/02/05 02:00,SKU-1999,WH-04,OUT,3,POS
EVT107306,28/03/2026,SKU-1465,WH-01,OUT,11,WMS
EVT107307,2026/01/21 12:44,SKU-1786,WH-02,OUT,15,ERP
EVT107308,27/02/2026,SKU-1766,WH-04,OUT,29,POS
EVT107309,24/03/2026,SKU-1828,WH-02,IN,49,POS
EVT107310,,SKU-1007,WH-04,OUT,35,WMS
EVT107311,,SKU-1119,WH-03,OUT,8,WMS
EVT107312,2026-02-04 03:39:00,SKU-1759,WH-03,IN,-5,POS
EVT107313,09/02/2026,SKU-1973,WH-03,OUT,6,ERP
EVT107314,,SKU-1757,WH-02,OUT,-5,WMS
EVT107315,2026-03-05 16:01:00,SKU-1213,WH-03,OUT,14,POS
EVT107316,27/04/2026,SKU-1670,WH-03,IN,86,ERP
EVT107317,2026/02/02 19:02,SKU-1954,WH-01,IN,-5,WMS
EVT107318,2026/03/09 22:26,SKU-1000,WH-03,IN,22,POS
EVT107319,05/02/2026,SKU-1525,WH-01,IN,32,POS
EVT107320,07/02/2026,SKU-1874,WH-01,IN,66,ERP
EVT107321,2026/01/27 10:56,SKU-1764,WH-02,IN,51,WMS
EVT107322,2026/04/01 14:19,SKU-1403,WH-01,OUT,17,POS
EVT107323,,SKU-1021,WH-01,OUT,52,WMS
EVT107324,2026-02-03 02:46:00,SKU-1103,WH-01,OUT,7,POS
EVT107325,2026-04-05 00:29:00,SKU-1743,WH-03,IN,7,WMS
EVT107326,2026-01-09 19:56:00,SKU-1955,WH-01,OUT,98,POS
EVT107327,2026-01-03 03:29:00,SKU-1211,WH-03,OUT,33,POS
EVT107328,2026-02-02 11:11:00,SKU-1756,WH-05,IN,41,WMS
EVT107329,2026-01-06 15:28:00,SKU-1827,WH-03,OUT,46,POS
EVT107330,2026/02/20 21:48,SKU-1303,WH-03,OUT,59,ERP
EVT107331,,SKU-1733,WH-01,IN,70,ERP
EVT107332,2026/02/07 07:58,SKU-1492,WH-04,OUT,57,WMS
EVT107333,2026/01/26 22:28,SKU-1185,WH-03,IN,26,POS
EVT107334,2026-02-22 11:16:00,SKU-1772,WH-04,IN,22,WMS
EVT107335,29/01/2026,,WH-02,OUT,60,ERP
EVT107336,,SKU-1139,WH-02,OUT,50,WMS
EVT107337,,,WH-02,IN,94,ERP
EVT107338,,SKU-1678,,IN,13,WMS
EVT107339,,SKU-1321,WH-03,IN,21,ERP
EVT107340,,SKU-1756,WH-02,IN,67,ERP
EVT107341,2026/02/05 06:10,SKU-1577,WH-04,IN,13,POS
EVT107342,2026-03-17 23:31:00,SKU-1040,WH-02,IN,61,ERP
EVT107343,25/03/2026,SKU-1329,WH-03,OUT,5,ERP
EVT107344,,SKU-1039,WH-02,OUT,77,WMS
EVT107345,,SKU-1166,WH-03,IN,31,ERP
EVT107346,2026/01/07 19:47,SKU-1059,WH-01,IN,34,ERP
EVT107347,,SKU-1321,WH-04,IN,31,POS
EVT107348,2026-03-16 11:54:00,SKU-1302,WH-02,IN,13,POS
EVT107349,2026/04/17 10:33,SKU-1520,WH-04,OUT,113,ERP
EVT107350,2026-03-11 04:19:00,SKU-1402,WH-01,OUT,6,POS
EVT107351,2026-01-20 19:23:00,SKU-1875,WH-02,OUT,8,ERP
EVT107352,16/04/2026,SKU-1520,WH-02,OUT,35,WMS
EVT107353,2026-01-17 17:25:00,SKU-1964,WH-03,OUT,21,WMS
EVT107354,2026/03/24 04:28,SKU-1647,WH-02,OUT,113,ERP
EVT107355,17/04/2026,SKU-1702,WH-05,IN,80,ERP
EVT107356,08/04/2026,SKU-1950,WH-01,OUT,119,POS
EVT107357,16/01/2026,SKU-1819,WH-02,OUT,35,POS
EVT107358,2026-03-28 05:56:00,SKU-1851,WH-01,OUT,-5,POS
EVT107359,,SKU-1869,WH-05,OUT,66,ERP
EVT107360,2026-04-17 17:23:00,SKU-1034,WH-03,IN,64,ERP
EVT107361,,,WH-02,IN,37,POS
EVT107362,2026/03/22 13:31,SKU-1872,WH-03,IN,26,ERP
EVT107363,2026/01/10 09:06,SKU-1933,WH-01,OUT,52,POS
EVT107364,2026/01/16 20:05,SKU-1188,WH-01,OUT,20,POS
EVT107365,2026-03-21 01:04:00,SKU-1622,WH-03,IN,94,ERP
EVT107366,2026-02-17 00:48:00,SKU-1614,WH-01,OUT,118,ERP
EVT107367,2026-03-13 20:58:00,SKU-1543,WH-01,IN,26,WMS
EVT107368,,SKU-1050,WH-01,OUT,60,ERP
EVT107369,,SKU-1879,WH-01,IN,21,POS
EVT107370,2026-02-28 14:02:00,SKU-1887,WH-02,OUT,103,WMS
EVT107371,2026-03-31 03:15:00,SKU-1682,WH-02,OUT,20,WMS
EVT107372,,SKU-1646,WH-01,IN,77,ERP
EVT107373,2026-01-06 12:31:00,SKU-1227,WH-03,IN,51,ERP
EVT107374,17/03/2026,SKU-1835,WH-02,IN,29,POS
EVT107375,2026-01-15 03:57:00,SKU-1369,WH-01,IN,60,POS
EVT107376,2026/02/11 03:02,SKU-1926,WH-02,IN,77,ERP
EVT107377,2026/04/20 12:49,SKU-1065,WH-03,INVALID,-5,WMS
EVT107378,2026/03/14 17:39,SKU-1682,WH-05,OUT,53,ERP
EVT107379,,SKU-1077,WH-04,IN,26,WMS
EVT107380,,SKU-1808,WH-02,IN,68,ERP
EVT107381,03/04/2026,SKU-1253,WH-03,OUT,118,POS
EVT107382,20/01/2026,,WH-05,IN,73,WMS
EVT107383,2026-03-23 08:18:00,SKU-1511,WH-05,IN,61,ERP
EVT107384,02/02/2026,SKU-1410,WH-03,IN,7,WMS
EVT107385,13/01/2026,SKU-1094,WH-02,IN,26,ERP
EVT107386,2026-03-25 16:04:00,SKU-1229,WH-03,IN,46,POS
EVT107387,28/03/2026,SKU-1837,WH-02,OUT,18,POS
EVT107388,2026/04/26 08:10,SKU-1494,WH-03,IN,26,POS
EVT107389,2026/01/25 02:01,SKU-1973,WH-01,INVALID,27,WMS
EVT107390,2026-01-27 19:39:00,SKU-1479,WH-02,OUT,-5,POS
EVT107391,2026/01/13 20:47,SKU-1759,WH-01,OUT,38,POS
EVT107392,24/02/2026,SKU-1285,WH-02,OUT,49,POS
EVT107393,,SKU-1473,WH-02,OUT,111,ERP
EVT107394,2026/03/20 02:52,SKU-1837,WH-01,OUT,42,ERP
EVT107395,,SKU-1069,WH-01,IN,119,WMS
EVT107396,,SKU-1325,WH-04,IN,55,ERP
EVT107397,,SKU-1251,WH-01,IN,22,ERP
EVT107398,23/01/2026,SKU-1022,WH-01,IN,-5,WMS
EVT107399,,SKU-1411,WH-05,OUT,118,ERP
EVT107400,,SKU-1309,WH-03,OUT,71,WMS
EVT107401,2026-01-02 13:34:00,SKU-1575,WH-04,IN,52,WMS
EVT107402,22/02/2026,SKU-1038,WH-02,IN,14,ERP
EVT107403,06/03/2026,SKU-1861,WH-02,OUT,90,WMS
EVT107404,,SKU-1260,WH-05,OUT,77,ERP
EVT107405,,SKU-1245,WH-01,IN,70,ERP
EVT107406,2026/04/22 23:49,SKU-1748,WH-02,OUT,93,ERP
EVT107407,12/02/2026,SKU-1024,WH-02,IN,11,POS
EVT107408,2026-02-26 00:00:00,SKU-1439,WH-03,IN,52,ERP
EVT107409,2026-02-07 10:55:00,SKU-1727,WH-02,IN,54,ERP
EVT107410,15/01/2026,SKU-1491,WH-03,OUT,35,WMS
EVT107411,,SKU-1444,WH-03,IN,18,WMS
EVT107412,,SKU-1207,WH-01,OUT,80,POS
EVT107413,2026/02/07 15:46,SKU-1599,WH-05,IN,14,WMS
EVT107414,,SKU-1914,WH-01,IN,111,POS
EVT107415,06/04/2026,SKU-1963,WH-04,IN,33,ERP
EVT107416,,SKU-1837,WH-03,IN,64,WMS
EVT107417,2026-02-12 22:49:00,SKU-1597,WH-02,IN,31,WMS
EVT107418,26/03/2026,SKU-1566,WH-01,IN,7,WMS
EVT107419,2026/03/19 18:36,SKU-1474,WH-02,IN,55,POS
EVT107420,2026-04-14 11:43:00,SKU-1077,WH-04,OUT,30,POS
EVT107421,2026-02-22 10:03:00,SKU-1240,WH-03,OUT,97,POS
EVT107422,,SKU-1005,WH-03,OUT,77,WMS
EVT107423,31/01/2026,SKU-1401,WH-03,OUT,94,ERP
EVT107424,2026-04-20 00:46:00,SKU-1094,WH-02,IN,15,ERP
EVT107425,2026/01/08 12:03,SKU-1588,WH-02,IN,58,ERP
EVT107426,,SKU-1747,WH-03,IN,66,ERP
EVT107427,2026-02-06 20:13:00,SKU-1312,WH-03,IN,105,WMS
EVT107428,05/04/2026,SKU-1686,WH-02,IN,13,ERP
EVT107429,2026/04/04 02:14,SKU-1506,WH-03,OUT,57,POS
EVT107430,2026/01/17 12:48,SKU-1582,WH-01,OUT,45,ERP
EVT107431,2026-04-15 05:51:00,SKU-1049,WH-02,INVALID,54,WMS
EVT107432,2026-03-06 03:32:00,SKU-1625,WH-05,IN,62,POS
EVT107433,2026/03/08 18:58,SKU-1377,WH-05,OUT,78,ERP
EVT107434,03/04/2026,SKU-1444,WH-02,IN,19,POS
EVT107435,,SKU-1306,WH-01,IN,94,WMS
EVT107436,,SKU-1431,WH-03,IN,64,POS
EVT107437,,SKU-1574,WH-04,OUT,110,POS
EVT107438,,SKU-1831,WH-02,OUT,21,ERP
EVT107439,,SKU-1441,WH-05,IN,13,POS
EVT107440,2026-03-07 06:33:00,,WH-02,IN,107,POS
EVT107441,2026-03-28 12:26:00,SKU-1833,WH-03,INVALID,6,POS
EVT107442,05/02/2026,SKU-1006,WH-05,IN,70,WMS
EVT107443,2026/04/26 15:57,SKU-1758,WH-03,IN,16,ERP
EVT107444,,SKU-1737,WH-02,IN,9,POS
EVT107445,2026-04-05 21:55:00,SKU-1388,WH-01,IN,36,POS
EVT107446,,SKU-1386,WH-01,OUT,33,POS
EVT107447,,SKU-1342,WH-02,OUT,20,ERP
EVT107448,25/04/2026,SKU-1883,WH-01,IN,29,POS
EVT107449,,SKU-1915,WH-01,IN,60,ERP
EVT107450,2026/02/05 15:44,SKU-1416,WH-02,OUT,39,ERP
EVT107451,2026/02/28 01:53,SKU-1483,WH-04,OUT,65,ERP
EVT107452,23/03/2026,SKU-1759,WH-01,IN,62,ERP
EVT107453,2026/04/30 21:46,SKU-1017,WH-02,OUT,8,ERP
EVT107454,,SKU-1925,WH-02,OUT,19,POS
EVT107455,,SKU-1951,WH-02,OUT,-5,WMS
